Title,Author,ISBN Valid,Publisher,Subjects,i,Publication_Date,Category
Madones et putains /,"Antico, Nine 1981-....",9791034758746,Dupuis,Bandes dessinées,2489,2023,Comics
Les strates /,"Bagieu, Pénélope",9782075162999,Gallimard Bande dessinée,Autobiographie,2490,2021,Biography
Swamp : un été dans le bayou /,"Louis, Johann G. 1984-",9782205207996,Dargaud,Bandes dessinées,2491,2023,Comics
Rose à l'île /,"Rabagliati, Michel, 1961-",9782897771478,La Pastèque,"Bandes dessinées; Fathers and daughters;Comic books, strips, etc.; Pères et filles;Bandes dessinées.; Vacances;Bandes dessinées.",2492,2023,Comics
Les Coeurs insolents /,"Ovidie, 1980-",9782501133128,Marabulles,,2493,2021,
Buffalo Kid /,"Rascal, 1959-",9782211325042,l'École des loisirs; Pastel,Bison d'Amérique; Livres d'images,2494,2023,Bison; Livres
La fougère et le bambou /,"Tibi, Marie",9782378881184,Kaleidoscope,Deuil; Constance; Courage; Livres d'images,2495,2022,Constance; Courage; Deuil; Livres
"Rimbaud, l'indésirable /","Coste, Xavier 1989-....",9782203247390,Casterman,Bandes dessinées,2496,2022,Comics
Il est où le patron ? : chroniques de paysannes /,"Bénézit, Maud",9782501146845,Hachette Livre / Marabout,Bandes dessinées,2497,2021,Comics
La fille dans l'écran /,"Lubie, Lou",9782501133043,Marabout,Bandes dessinées,2498,,Comics
Les sauvages /,"Frey, Julien 1977-....",9782754831826,Futuropolis,Bandes dessinées,2499,2023,Comics
Ursa /,"Causse, Manu, 1972-",9782377317868,Sarbacane,Viol; Bandes dessinées; Romans graphiques,2500,2022,Comics; Fiction
La tempête /,"Neri, Marino, 1979-",9782203239906,Casterman,Bandes dessinées; Bandes dessinées.,2501,2023,Comics
Jean Cocteau et Jean Marais : les choses sérieuses /,"Bauthian, Isabelle",9782368465844,Steinkis,Bandes dessinées,2502,2023,Comics
Plutôt jouir ! /,"Meralli, Swann 1985-....",9782226464507,Albin Michel,Bandes dessinées,2503,2023,Comics
Nos compagnons /,"Taniguchi, Jirō, 1947-2017",9782203193291,Casterman,[Mangas]; [Bandes dessinées],2504,2019,Comics
Mes ruptures avec Laura Dean /,"Tamaki, Mariko",9782810201839,Rue de Sèvres,Adolescents appartenant à des minorités sexuelles; Bandes dessinées,2505,2020,Art; Comics
L'été des charognes /,"Bordesoules, Sylvain 19..-....",9782075161992,Gallimard,Bandes dessinées.,2506,2023,Bandes
Family tree /,"Lemire, Jeff, 1976-",9791039114905,Panini,Bandes dessinées,2507,2023,Comics
"Les addictions : alcool, tabac, drogues, médicaments, jeux... /","Peyron, Eric médecin psychiatre addictologue 1962-....",9782340081345,Ellipses,Toxicomanie; Dépendance (psychologie); Dépendance (physiologie),2508,2023,Psychology
Marie Curie /,"Milani, Alice, 1986-",9782366244366,Cambourakis,"Curie, Marie; Bandes dessinées biographiques",2509,2019,Comics
Momo : [l'intégrale] /,"Garnier, Jonathan",9782203241503,Casterman,Bandes dessinées,2510,2022,Comics
Barricades /,"Bousquet, Charlotte",9782354885380,Gulf Stream Editeur,Bandes dessinées; Transidentité; Identité sexuelle; Transgenres,2511,2018,Comics
L'ange dada : heurs et malheurs d'Emmy Hennings créatrice du Cabaret Voltaire /,"González Viñas, Fernando, 1966-",9782366245592,Cambourakis,Bandes dessinées,2512,2021,Comics
Chevrotine /,"Starsky, Pierrick",9791038203440,Fluide glacial,Bandes dessinées,2513,2023,Comics
L'Alcazar /,"Lamouret, Simon",9782377312511,Sarbacane,,2514,2020,
Shit is real /,"Franz, Aisha 1984-....",9782390040316,L'employé du Moi,Bandes dessinées.,2515,2017,Bandes
La disparition de Josef Mengele /,Matz,9791037507143,Les Arènes BD,Bandes dessinées,2516,2022,Comics
Demain est un autre jour /,"Kim, Kŭm-suk (1971-....).",9782754834186,Futuropolis,,2517,2023,
Le Juif arabe /,"Hanouka, Assaf, 1974-",9782368466339,Steinkis éditions,Bandes dessinées,2518,,Comics
Amalia /,"Picault, Aude",9782205087161,Dargaud,"Mental Fatigue; Burnout, Professional; Women's Health; Graphic Novel; [Bandes dessinées]",2519,,Comics
Testosterror /,"Luz, 1972-",9782226474674,Albin Michel,Bandes dessinées,2520,2023,Comics
Walk me to the corner /,"Furmark, Anneli, 1962-",9782369902973,Çà et Là,Lesbianisme.; Bisexualité.; Bandes dessinées.; Romans graphiques.,2521,2021,Fiction
La délicatesse du Homard /,"Manel, Laure 1978-....",9782749947150,Michel Lafont,Bandes dessinées,2522,2023,Comics
Indiana /,"Bouilhac, Claire",9782205085396,Dargaud,"Sand, George.;""Indiana""; Bandes dessinées",2523,2023,Comics
Les idolâtres /,"Sfar, Joann",9782205208597,Dargaud,Bandes dessinées,2524,2024,Comics
Ce que veut mon chien : guide illustré de l'éducation heureuse des chiens /,"Ward, Mat",9782501171700,Marabout,Chien;Dressage; Chien;Comportement animal; Chien;Psychologie; Chien; Guides pratiques; Chien;Éducation,2525,2022,Education; Psychology
L'Archipel /,"Goerg, Sacha, 1975-",9782075171052,Gallimard,,2526,2024,
La bicyclette Rouge /,"Kim, Dong-Hwa",9782889322497,Paquet,Bandes dessinées; Mangas,2527,,Comics
Mes quatorze ans : enquête sur ma découverte de la sexualité /,"Mikaelian, Lucie 19..-....",9782075167789,Gallimard,Bandes dessinées,2528,2023,Comics
Les fleurs aussi ont une saison /,"Anseaume, Camille",9782413044581,Delcourt,Bandes dessinées,2529,2023,Comics
Le champ des possibles /,"Cazot, Véronique",9791034758753,Dupuis,Réalité virtuelle; Bandes dessinées,2530,,Comics
Eté brûlant à Saint-Allaire /,"Bouysse, Franck",9782226471420,Albin Michel,Bandes dessinées,2531,2022,Comics
On la trouvait plutôt jolie /,"Alessandra, Joël",9782749946344,Michel Lafon,Bandes dessinées,2532,2022,Comics
Shiki : 4 saisons au Japon /,"Stroesser, Rosalie 19..-....",9782743660987,Virages graphiques,Bandes dessinées,2533,2023,Comics
Les filles et leurs mères /,"Naouri, Aldo, 1937-",9782415003203,Odile Jacob,Mères et filles; Maternité;Psychologie; Études de cas,2534,2023,Psychology
"Un petit goût de noisette, de fruits rouges et de chocolat amer /",Vanyda,9782505085614,Dargaud Benelux,Bandes dessinées,2535,2022,Comics
Sông /,"Hai-Anh, 1993-",9791033516958,Ankama,Bandes dessinées,2536,2023,Comics
"Alchimie végétale : initiation à la sagesse des plantes, rituels & préparations /","Perron, Séverine, écrivaine, artiste",9782842307592,Hoëbeke,Réalisation de soi; Plantes aromatiques;Aspect symbolique; Plantes;Utilisation,2537,2019,Aspect; Plantes; Réalisation; Utilisation
[Adieu Aaricia] /,"Recht, Robin",9782803679065,Le Lombard,Bandes dessinées,2538,2023,Comics
Il est où Diouke ? /,"Boré, Emilie",9782889086269,Joie de lire,Ouvrages pour la jeunesse; Mort; Deuil; Bandes dessinées,2539,2023,Comics
En route pour la piscine /,"Miura, Tomo",9782889085859,La Joie de lire,[Livres illustrés pour enfants],2540,2022,Livres
Schopenhauer : à la découverte du Monde /,"Métivier, Francis",9782100843435,Dunod,,2541,2023,
Mères anonymes /,"Raisson, Gwendoline",9782205208269,Dargaud,Maternité; Bandes dessinées,2542,2024,Comics
"L'amour, après /","Sornin, Baptiste, 1982-.....",9782743659714,Payot & Rivages,Bandes dessinées.,2543,2023,Bandes
Quand la nuit tombe /,"Achard, Marion",9782413077657,Delcourt,Bandes dessinées,2544,2024,Comics
La vie secrète des écrivains /,"Hyman, Miles",9782702183250,Calmann Levy,Bandes dessinées,2545,2023,Comics
Parler à des inconnus : comment je me suis échappée d'une secte /,"Boucher, Marianne, illustratrice",9782849534649,La boîte à bulles,Bandes dessinées,2546,2023,Comics
Gloria /,"Pano, Almudena 19..-....",9782374253855,Rue de l'échiquier,Assistantes sociales; Travailleuses sociales; Inceste; Abus sexuels à l'égard des enfants; Enfants victimes d'abus sexuels; Bandes dessinées,2547,2023,Comics
Le jardin de Rose /,"Duphot, Hervé",9782413015802,Editions Delcourt,Bandes dessinées,2548,2020,Comics
La sage-femme du roi /,"Laffitte, Adeline",9782413045946,Delcourt,"Midwifery;history; Nurse Midwives;history; Delivery, Obstetric; Biography; Graphic Novel; Bandes dessinées",2549,2023,Biography; Comics; History
Pudique /,"Roquigny, Claire",9782378803773,l'Iconoclaste,Bandes dessinées,2550,,Comics
Pisse-Mémé /,"Baur, Cati",9782205085778,Dargaud,Bandes dessinées,2551,2023,Comics
Le seuil /,"Vella, Fanny",9782702926826,Le courrier du livre Graphic,Femmes victimes de violence; Violence psychologique; Bandes dessinées; Violence psychologique.; Violence conjugale.; Violence envers les femmes.; Bandes dessinées documentaires.,2552,2024,Comics
Glaise /,"Bouysse, Franck, 1965-",9782501146876,Marabulles,Bandes dessinées,2553,2023,Comics
Acting class /,"Drnaso, Nick, 1989-",9782917897881,Presque lune éditions,Bandes dessinées,2554,2023,Comics
L'homme gêné /,"Chiara, Matthieu 1983-....",9782490975891,l'Agrume,Bandes dessinées,2555,2023,Comics
Derborence /,"Menor, Fabian",9782940673599,Helvetiq,"Ramuz, Charles Ferdinand;Adaptations; Bandes dessinées",2556,2022,Comics
L'incroyable histoire du sexe /,"Brenot, Philippe, 1948-",9791037502568,Les Arènes,Bandes dessinées,2557,2020,Comics
Le secret du rocher noir /,"Todd-Stanton, Joe",9782211235952,L'Ecole des loisirs,Animaux marins; Environnement;Protection; Livres d'images,2558,2018,Animaux; Environnement; Livres; Protection
"Les imbuvables, ou, Comment j'ai arrêté de boire /","Wertz, Julia, 1982-",9782490975839,L'Agrume,Bandes dessinées,2559,2023,Comics
Dans le palais des miroirs /,"Strömquist, Liv 1978-....",9782878272505,Rackham,Bandes dessinées; Femmes;Sociologie visuelle; Image du corps chez la femme;Publicité,2560,2021,Comics; Sociology
Emily Dickinson /,"Liuba, Gabriele",9782374181462,Des ronds dans l'O,Bandes dessinées,2561,2024,Comics
Deux soeurs /,"Duhamel, Bruno",9782818999684,Bamboo,,2562,,
George Sand : Ma vie à Nohant /,"Van den Heuvel, Chantal",9782344043745,Editions du patrimoine Centre des monuments nationaux; Glénat,"Bandes dessinées biographiques; Sand, George",2563,2021,Comics
Moon River /,"Fabcaro, 1973-",9782352121640,6 pieds sous terre,Bandes dessinées humoristiques,2564,2021,Comics
Emotive : voyage à bord du vaisseau mental /,"Martin, Sandrine, 1979-",9782203281202,Casterman,Maturation (psychologie).; Bandes dessinées.,2565,2023,Psychology
Melvil crocodile : un crocodile dans la baignoire /,"Waber, Bernard 1921-2013",9782075190855,Gallimard Jeunesse,,2566,2023,
Chope et bloque la pub /,"Ochs, Allison",9782940675067,Edit Books,Publicité et enfants; Publicité; Éducation aux médias; Ouvrages pour la jeunesse,2567,,Education
Chumbo /,"Lehmann, Matthias, 1978-",9782203215481,Casterman,Bandes dessinées,2569,2023,Comics
Le secret des bonbons pamplemousse /,"Monceaux, Camille",9782221264461,Robert Laffont,Confiserie;Japon.; Bandes dessinées.; Romans graphiques.,2570,2023,Fiction
La sève de nos vies /,"Aulne, Mary 1979-....",9782374253978,Rue de l'échiquier,Agroforesterie; Vie rurale;France; Secrets de famille; Bandes dessinées,2571,2023,Comics
Audrey Hepburn : un ange aux yeux de faon /,"Cornette, Jean-Luc",9782344056356,Glénat,"Hepburn, Audrey;(1929-1993).; Bandes dessinées.; Bandes dessinées biographiques.",2572,2024,Bandes; Hepburn
Les cinq vies de Lee Miller /,"Antonioni, Eleonora",9782368465011,Steinkis,"Miller, Lee;(1907-1977).; Femmes photographes;États-Unis;20e siècle.; Bandes dessinées biographiques.",2573,2021,Femmes; Miller
L'été du vertige /,"Fischer, Adlynn",9782360121410,éditions la ville brûle,Harcèlement sexuel; Inceste; Bandes dessinées,2574,2023,Comics
Filgoude : comment je me suis disputée avec le développement personnel /,Mathou 1983-....,9782221261156,Robert Laffont,Réalisation de soi,2575,2022,Réalisation
Corps public /,"Ramadier, Mathilde 1987-....",9782491241537,Éditions du Faubourg,Self Concept; Women's Health; Graphic Novel; Corps féminin.; Sexualité féminine.; Maternité.; Bandes dessinées.,2576,2021,Concept; Corps; Graphic; Sexualite; Women
Oeuvres : romans /,"Khadra, Yasmina",9782260019190,Juillard,,2577,2011,Algerian; Fiction
Le pacte des autocrates /,"Mandraud, Isabelle",9782221268803,Robert Laffont,Despotisme;2000-....; Autoritarisme;2000-....; Relations internationales;2001-....,2578,2023,Autoritarisme; Despotisme; Relations
Dédales /,"Burns, Charles",9782360811649,Cornélius,Bandes dessinées,2579,2019,Comics
Koko n'aime pas le capitalisme & autres histoires /,Tienstiens,9782956690641,Bandes détournées,Bandes dessinées.; Bandes dessinées humoristiques.,2580,2022,Bandes
Fin du monde et petits fours : les ultra-riches face à la crise climatique /,"Morena, Edouard",9782348074554,La Découverte,Changements climatiques;Aspect politique; Riches;Aspect environnemental; Capitalistes et financiers;Environnement; Capitalisme;Aspect environnemental,2581,2023,Politics
Oeuvres complètes /,"Kafka, Franz",9782070144310,Gallimard,,2582,2018,
Le chemin des estives : récit /,"Wright, Charles 1981-....",9782080236463,Flammarion,,2583,2021,
"Cyberminimalisme : face au tout numérique, reconquérir du temps, de la liberté et du bien-être /","Mauvilly-Graton, Karine, 1978-",9782021402612,Editions du Seuil,Société numérique; Médias numériques; Dépendance à Internet;Lutte contre; Simplicité volontaire,2584,2019,Dépendance; Lutte; Médias; Simplicité; Société
Le choix du chômage /,"Collombat, Benoît",9782754825450,Futuropolis,Chômage;France; Politique de l'emploi;France; Bandes dessinées documentaires,2585,2021,Comics; Politics
Noa : roman /,"Levy, Marc, 1961-",9782221243596,Versilio; R Laffont,Roman policier français; Pirates informatiques; Roman,2586,2022,Fiction
La sexualité comme expression d'identités religieuses et politiques dans le canton de Vaud : (fin de l'Ancien Régime-1848) /,"Johner, Aline",9782889304523,Editions Alphil-Presses universitaires suisses,Eglise évangélique libre du canton de Vaud; Sexualité;Christianisme;Vaud (Suisse);19e siècle; Morale sexuelle;Vaud (Suisse);19e siècle; Morale sexuelle;Vaud (Suisse);18e siècle; Sexualité;Christianisme;Vaud (Suisse);18e siècle; Vie sexuelle;Vaud (Suisse);19e siècle; Vie sexuelle;Vaud (Suisse);18e siècle; Reproduction humaine;Vaud (Suisse);18e siècle; Reproduction humaine;Vaud (Suisse);19e siècle; Thèses et écrits académiques,2587,2022,Christianisme; Eglise; Sexualité; Siècle; Suisse
La meilleure façon de manger végétal /,"Badariotti, Fabien 1976-....",9782365495516,Thierry Souccar Editions,Cuisine végétalienne; Cuisine végétarienne,2588,2022,Cuisine
L'attentat : roman /,"Khadra, Yasmina",9782848681146,Ed de la Loupe,Livres en gros caractères,2589,2006,Livres
Paris,Florence Dyan,9782067261815,Michelin,Paris (France); Guides touristiques et de visite,2590,2024,Guides; Paris
"Le tatouage, ou, La signature de soi /","Le Breton, David",9788415715856,Casimiro,Tatouage,2591,2014,Tatouage
"Rwanda, la fin du silence : témoignage d'un officier français /","Ancel, Guillaume 1965-....",9782251448046,Les Belles Lettres,Génocide des Tutsi (1994); Rwanda;1994 (Guerre civile); Rwanda;1994 (Guerre civile);Participation française; Récits personnels français; Récits personnels,2592,2018,Art
L'autisme à l'école : le pari de l'éducabilité /,"Alin, Christian",9782804705794,Mardaga supérieur,Enfants autistes;Éducation; Autisme; Enfants autistes;Intégration scolaire,2593,2019,Education
En attendant les robots : enquête sur le travail du clic /,"Casilli, Antonio A.",9782021401882,Seuil,Société numérique; Automatisation;Aspect social; Économie numérique,2594,2019,Economics
"Végétarien, végan ou flexitarien ? : ce qui est bon pour la santé /","Pélissier, Edouard",9782738147172,Odile Jacob,Régimes alimentaires; Véganisme; Végétarisme,2595,2019,Régimes; Véganisme; Végétarisme
La contraception /,"Raccah-Tebeka, Brigitte",9782340040366,Ellipses,"Contraceptive Devices; Contraceptive Agents; Contraceptives, Oral; Contraception; Contraceptifs; Handbook; Guides pratiques",2596,2020,Contraceptifs; Contraception; Contraceptive; Contraceptives
Manuel de l'hyperactivité et du déficit de l'attention : le TDAH chez l'adulte /,"Desseilles, Martin",9782212572025,Éditions Eyrolles,Trouble déficitaire de l'attention avec ou sans hyperactivité; Troubles de l'attention;Adultes; Guides pratiques,2597,2020,Adultes; Guides; Trouble; Troubles
La femme sportive /,"Boisseau, Nathalie",9782804101626,De Boeck,femme;sport;* médecine sportive; Women's Health; Sports;physiology,2598,2009,Femme; Médecine; Sport; Sports; Women
"Le diagnostic des troubles du neurodéveloppement chez l'adulte : TSA, TDAH, dyslexie, tics et SGT /","Roulin, Maëva",9782804720148,Mardaga,Psychopathologie; Dyslexie;Thérapeutique; Troubles du spectre de l'autisme;Thérapeutique; Trouble déficitaire de l'attention avec ou sans hyperactivité;Thérapeutique,2599,2021,Dyslexie; Psychopathologie; Thérapeutique; Troubles
Burn-out et stress post-traumatique /,"Boudoukha, Abdel-Halim",9782100802029,Dunod,Épuisement professionnel; État de stress post-traumatique,2600,2020,Stress; Épuisement
Paul de Tarse : l'enfant terrible du christianisme /,"Marguerat, Daniel",9782021476149,Seuil,Paul;(de Tarse ;;saint); Biographie,2601,2023,Biography
La guerre civile espagnole /,"Preston, Paul",9782410010930,Belin,Espagne;1936-1939 (Guerre civile); Bandes dessinées,2602,,Comics
