book_id,users_borrowed,dates_borrowed,total_borrows
1756,"6922, 6023, 1744, 6135, 2622, 117, 1438, 1742","26-01-2023, 28-02-2023, 12-04-2023, 16-06-2023, 23-08-2023, 02-09-2023, 16-10-2023, 23-02-2024",8
1757,"117, 2112, 2112","02-09-2023, 16-10-2023, 06-02-2024",3
1758,"117, 1180, 7479, 3720","05-12-2023, 08-02-2024, 16-04-2024, 24-08-2024",4
1759,"1087, 6894, 1149, 117","20-01-2023, 09-05-2023, 25-09-2023, 22-12-2023",4
1760,"1756, 560, 2291, 5995, 326, 117, 5957","22-03-2023, 20-04-2023, 22-08-2023, 24-10-2023, 21-12-2023, 03-01-2024, 17-05-2024",7
1761,"2024, 204, 117, 4250","07-12-2023, 09-01-2024, 10-04-2024, 08-05-2024",4
1762,"1402, 333, 1433, 3274, 117, 2585, 7469","17-11-2023, 17-11-2023, 02-03-2024, 05-03-2024, 23-04-2024, 28-05-2024, 26-06-2024",7
1763,"1744, 1012, 1186, 5417, 1094, 7677, 117","03-01-2023, 17-05-2023, 04-07-2023, 16-09-2023, 12-01-2024, 21-03-2024, 03-05-2024",7
1764,"380, 117","23-05-2024, 06-06-2024",2
1765,"5021, 298, 592","09-02-2023, 31-07-2023, 19-09-2023",3
1766,"5416, 364, 543, 621, 1084, 737, 7482, 2048, 709, 2180","11-03-2023, 04-04-2023, 14-07-2023, 17-07-2023, 06-11-2023, 13-11-2023, 20-12-2023, 02-02-2024, 15-04-2024, 13-05-2024",10
1767,"1763, 3354","14-03-2024, 25-05-2024",2
1768,"2128, 1445","21-02-2024, 11-04-2024",2
1769,"118, 1674, 2267, 4997, 3311, 2109","02-02-2023, 20-04-2023, 30-06-2023, 12-10-2023, 01-11-2023, 22-02-2024",6
1770,"118, 118","02-02-2024, 02-02-2024",2
1771,"2956, 3207, 4327, 118, 6499, 2889","04-10-2023, 06-11-2023, 27-11-2023, 12-02-2024, 30-05-2024, 17-09-2024",6
1772,"2930, 7003, 6313, 3547, 6313, 118, 3547","07-03-2023, 15-09-2023, 27-11-2023, 11-12-2023, 02-02-2024, 12-02-2024, 17-04-2024",7
1773,"534, 2894, 534, 2894, 4988, 118","12-01-2023, 28-02-2023, 12-04-2023, 26-06-2023, 06-11-2023, 16-02-2024",6
1774,"4988, 6015, 6015, 6015, 6015, 118, 6015","26-06-2023, 13-11-2023, 22-11-2023, 20-12-2023, 29-01-2024, 26-02-2024, 23-03-2024",7
1775,"3500, 4473, 2300, 3500, 557, 3500, 2300, 3500, 2300, 3037, 118","27-01-2023, 13-02-2023, 22-05-2023, 02-06-2023, 28-08-2023, 22-09-2023, 03-10-2023, 22-11-2023, 13-01-2024, 22-03-2024, 03-07-2024",11
1776,"502, 1722, 3382, 3484, 3382, 3382, 5466, 2375, 6051, 1564, 118","31-01-2023, 09-03-2023, 07-09-2023, 30-11-2023, 22-01-2024, 14-02-2024, 12-03-2024, 17-05-2024, 04-06-2024, 21-06-2024, 30-08-2024",11
1777,"5921, 6428, 5131, 2947, 6428, 3235, 3907, 3494, 2199, 6428, 2643, 7698, 7003, 4452, 5164, 1736, 7003","17-01-2023, 24-02-2023, 28-02-2023, 03-03-2023, 19-06-2023, 24-06-2023, 28-06-2023, 31-01-2024, 31-01-2024, 01-03-2024, 12-04-2024, 12-04-2024, 17-04-2024, 18-04-2024, 27-05-2024, 24-08-2024, 06-09-2024",17
1778,"6575, 1611, 1816, 5002, 1816, 3960, 7003, 6575, 1999, 1889, 1889, 1889, 2020, 5362, 626, 6575, 357, 4318, 1991, 7003, 1709, 2199, 1140, 2199, 2759, 350, 2550, 783, 1299","09-01-2023, 13-01-2023, 14-02-2023, 21-02-2023, 04-04-2023, 10-08-2023, 10-08-2023, 24-08-2023, 02-10-2023, 01-11-2023, 01-11-2023, 01-11-2023, 07-11-2023, 04-12-2023, 29-12-2023, 09-01-2024, 29-02-2024, 18-03-2024, 28-03-2024, 17-04-2024, 22-04-2024, 21-05-2024, 12-07-2024, 22-08-2024, 27-08-2024, 28-08-2024, 11-09-2024, 02-10-2024, 02-10-2024",29
1779,"2235, 1816, 6948, 4473, 1951, 1816, 1816, 6990, 4473, 2454, 3960, 6575, 2748, 7209, 5953, 7141, 2548, 5420, 1709, 2548, 7141, 7003, 3317, 1140, 1299","11-01-2023, 14-02-2023, 15-02-2023, 28-02-2023, 31-03-2023, 04-04-2023, 11-04-2023, 18-04-2023, 03-07-2023, 05-07-2023, 21-08-2023, 24-08-2023, 04-09-2023, 20-09-2023, 22-09-2023, 26-10-2023, 29-11-2023, 18-12-2023, 17-02-2024, 19-02-2024, 27-03-2024, 19-04-2024, 24-05-2024, 12-07-2024, 02-10-2024",25
1780,"1816, 1816, 1816, 7042, 2454, 2267, 2135, 2267, 1114, 1140","14-02-2023, 04-04-2023, 11-04-2023, 28-04-2023, 05-07-2023, 20-07-2023, 06-09-2023, 06-12-2023, 17-04-2024, 12-07-2024",10
1781,"119, 119, 1800, 119","01-02-2023, 06-07-2023, 15-12-2023, 20-02-2024",4
1782,"119, 1860, 119, 119","01-02-2023, 11-05-2023, 06-07-2023, 02-02-2024",4
1783,"119, 4040, 3361, 3802, 3402","02-02-2023, 03-03-2023, 29-08-2023, 22-09-2023, 01-12-2023",5
1784,"6035, 119, 7083, 3535, 5104","29-01-2023, 21-03-2023, 26-09-2023, 19-10-2023, 13-11-2023",5
1785,"2674, 1989, 6460, 3628, 3209, 119, 2674, 1677, 119, 119, 3295","17-01-2023, 23-01-2023, 06-02-2023, 02-03-2023, 24-03-2023, 26-04-2023, 15-06-2023, 06-07-2023, 12-09-2023, 02-02-2024, 25-06-2024",11
1786,"878, 3354, 4300, 119","17-01-2023, 28-02-2023, 08-05-2023, 08-02-2024",4
1787,"6541, 2452, 120, 6014, 1907, 3251","24-03-2023, 04-04-2023, 20-04-2023, 06-07-2023, 29-07-2023, 06-10-2023",6
1788,"120, 120, 120, 120, 6434","02-05-2023, 05-07-2023, 26-09-2023, 12-02-2024, 27-06-2024",5
1789,"120, 6434, 6434","08-05-2023, 21-12-2023, 10-04-2024",3
1790,"120, 120, 120, 120, 120, 120","26-05-2023, 26-05-2023, 04-08-2023, 04-08-2023, 12-02-2024, 12-02-2024",6
1791,"2465, 120, 2465, 2465","20-01-2023, 31-05-2023, 29-06-2023, 30-01-2024",4
1792,"2276, 120, 1806, 1806","08-11-2023, 15-11-2023, 29-01-2024, 29-01-2024",4
1793,"2182, 120, 2578, 2904","11-09-2023, 15-11-2023, 12-02-2024, 26-02-2024",4
1794,"2276, 2276, 120, 120","05-06-2023, 22-06-2023, 20-11-2023, 12-02-2024",4
1795,"1806, 1806, 3358, 1806","15-03-2023, 09-08-2023, 15-09-2023, 12-02-2024",4
1796,"2680, 1780, 6542, 121, 6626, 2621, 843, 959, 1691, 6052, 1487, 1042, 719, 986, 6394, 2514, 2780, 1042","16-01-2023, 26-01-2023, 03-02-2023, 01-03-2023, 07-03-2023, 31-03-2023, 10-05-2023, 24-05-2023, 06-06-2023, 27-06-2023, 28-07-2023, 29-09-2023, 20-10-2023, 30-10-2023, 13-11-2023, 27-11-2023, 15-01-2024, 09-02-2024",18
1797,"4955, 1121, 121, 6384, 2296","01-02-2023, 22-02-2023, 29-03-2023, 25-05-2023, 01-06-2023",5
1798,"121, 1189, 2294, 4154, 7029, 451, 1166, 3949, 6157, 2246, 4156, 5475, 2912, 4955, 986, 419, 380","29-03-2023, 12-04-2023, 24-04-2023, 28-04-2023, 13-05-2023, 24-05-2023, 30-05-2023, 02-06-2023, 24-06-2023, 18-07-2023, 05-08-2023, 29-08-2023, 05-09-2023, 11-10-2023, 30-10-2023, 01-12-2023, 06-05-2024",17
1799,"2672, 6523, 6523, 7014, 7014, 121, 473, 473, 121","31-03-2023, 04-04-2023, 04-04-2023, 11-04-2023, 18-04-2023, 30-06-2023, 13-09-2023, 14-09-2023, 19-10-2023",9
1800,"2134, 121, 2132, 1553, 2113","17-05-2023, 30-08-2023, 13-12-2023, 26-02-2024, 27-03-2024",5
1801,"121, 2649","12-09-2023, 29-04-2024",2
1802,"6980, 2622, 121, 1438, 929, 1106","09-03-2023, 26-09-2023, 19-10-2023, 31-10-2023, 01-11-2023, 08-03-2024",6
1803,"1744, 4920, 2296, 3690, 1669, 785, 1994, 1860","01-02-2023, 24-02-2023, 20-03-2023, 24-04-2023, 14-07-2023, 28-08-2023, 22-09-2023, 13-06-2024",8
1804,"3338, 3271, 6402, 864","14-02-2023, 20-06-2023, 08-07-2023, 11-01-2024",4
1805,3322,26-06-2023,1
1806,"1435, 1435, 122, 475, 475, 475, 475, 475, 475, 6422, 6422, 2118, 2332, 2187, 2187, 1225, 1225, 1225, 1225, 1225, 1501, 4972, 4972, 4972, 1291, 7701, 7701, 7701, 4234","03-02-2023, 03-02-2023, 08-02-2023, 02-03-2023, 02-03-2023, 02-03-2023, 07-03-2023, 07-03-2023, 07-03-2023, 29-03-2023, 12-05-2023, 30-05-2023, 26-06-2023, 07-07-2023, 07-07-2023, 23-09-2023, 23-09-2023, 23-09-2023, 23-09-2023, 23-09-2023, 06-10-2023, 07-03-2024, 07-03-2024, 07-03-2024, 09-04-2024, 16-04-2024, 24-04-2024, 08-05-2024, 24-06-2024",29
1807,"122, 6436, 3125","28-02-2023, 14-03-2023, 05-04-2023",3
1808,"122, 2915, 122, 5017, 1563, 617, 4730","27-04-2023, 13-05-2023, 22-05-2023, 13-06-2023, 16-11-2023, 21-03-2024, 19-04-2024",7
1809,"4845, 1961, 1864, 2674, 122, 2674, 1154, 1986, 1396, 1865, 6330","25-01-2023, 10-03-2023, 17-03-2023, 21-03-2023, 22-05-2023, 15-06-2023, 17-06-2023, 11-10-2023, 13-01-2024, 09-02-2024, 13-03-2024",11
1810,"858, 122, 1195, 1095, 2930","20-06-2023, 28-06-2023, 15-09-2023, 18-10-2023, 05-07-2024",5
1811,"698, 122, 2118, 340, 1319, 2080, 5015","06-06-2023, 28-06-2023, 26-08-2023, 19-09-2023, 22-01-2024, 24-02-2024, 24-04-2024",7
1812,"1094, 5495, 122, 4912, 7102","23-05-2023, 27-05-2023, 25-08-2023, 27-10-2023, 12-12-2023",5
1813,"2134, 3705, 122","17-05-2023, 26-07-2023, 07-11-2023",3
1814,"122, 1015, 6026, 1563","29-11-2023, 08-12-2023, 08-02-2024, 15-03-2024",4
1815,"3251, 208, 122, 1849","09-02-2023, 13-11-2023, 06-12-2023, 13-03-2024",4
1816,"2880, 122, 1012, 1247","28-12-2023, 09-01-2024, 10-02-2024, 24-04-2024",4
1817,"3967, 2516, 2118, 340, 2163, 122, 4481","09-05-2023, 01-06-2023, 08-07-2023, 22-08-2023, 13-10-2023, 23-01-2024, 21-08-2024",7
1818,"122, 7700","23-01-2024, 16-04-2024",2
1819,1149,21-02-2024,1
1820,"2880, 1539, 2415, 1149, 4973","04-12-2023, 19-12-2023, 17-01-2024, 12-03-2024, 28-03-2024",5
1821,"123, 2636, 2636","06-06-2023, 06-06-2023, 07-07-2023",3
1822,"123, 2636, 2636, 2636","06-06-2023, 06-06-2023, 07-07-2023, 25-01-2024",4
1823,"123, 2636, 2636, 2636, 390","06-06-2023, 07-07-2023, 20-09-2023, 23-01-2024, 14-02-2024",5
1824,"3639, 4473, 1514, 3639, 123, 5005","04-02-2023, 13-03-2023, 29-03-2023, 25-07-2023, 29-08-2023, 26-01-2024",6
1825,"123, 123, 2737","23-10-2023, 06-11-2023, 12-02-2024",3
1826,"2189, 6575, 5921, 3380, 2743, 555, 2548, 3948, 1885, 503, 1885, 2031, 555, 1892, 3948, 2739, 3102, 2349, 3948, 1885, 1571, 2349, 2031, 2031, 2031, 555, 4452, 1703, 123, 4518, 6015, 123, 1571, 3108, 6015, 3749, 1892, 6015, 7698, 7670, 1892, 555, 1560, 1736, 786, 7828, 7829","05-01-2023, 14-01-2023, 17-01-2023, 02-02-2023, 15-02-2023, 17-02-2023, 21-02-2023, 07-03-2023, 07-03-2023, 27-03-2023, 21-04-2023, 26-04-2023, 29-06-2023, 05-07-2023, 05-07-2023, 05-09-2023, 15-09-2023, 20-09-2023, 23-09-2023, 30-09-2023, 09-10-2023, 10-10-2023, 10-10-2023, 11-10-2023, 12-10-2023, 03-11-2023, 08-11-2023, 11-11-2023, 23-11-2023, 29-11-2023, 04-01-2024, 15-01-2024, 24-01-2024, 29-01-2024, 29-01-2024, 02-02-2024, 29-02-2024, 23-03-2024, 12-04-2024, 17-04-2024, 17-04-2024, 22-04-2024, 26-06-2024, 24-08-2024, 23-09-2024, 27-09-2024, 07-10-2024",47
1827,"390, 812, 812, 812, 812, 7416, 123, 123","12-01-2023, 30-01-2023, 29-08-2023, 01-11-2023, 23-01-2024, 21-02-2024, 05-03-2024, 14-06-2024",8
1828,"1504, 3037, 1981, 4901, 3992, 3663, 723","06-12-2023, 24-01-2024, 08-02-2024, 18-03-2024, 03-04-2024, 27-04-2024, 16-05-2024",7
1829,"400, 2611, 2709, 2709, 2611, 2611, 2709, 2611, 2611, 357","03-01-2023, 04-04-2023, 09-06-2023, 05-07-2023, 07-07-2023, 26-09-2023, 24-10-2023, 14-11-2023, 14-12-2023, 29-02-2024",10
1830,"2782, 124, 2264, 7267, 2006","20-01-2023, 01-03-2023, 25-04-2023, 21-11-2023, 19-06-2024",5
1831,"2096, 124, 4190, 3682","28-02-2023, 28-06-2023, 12-07-2023, 27-11-2023",4
1832,"557, 1702, 124, 1363","24-02-2023, 25-03-2023, 19-07-2023, 01-07-2024",4
1833,"124, 1420, 2580","13-12-2023, 09-01-2024, 03-02-2024",3
1834,"698, 5958, 7572, 124, 5015","19-09-2023, 16-10-2023, 04-12-2023, 10-01-2024, 01-07-2024",5
1835,"2433, 2821, 6009, 2580, 124","30-08-2023, 24-10-2023, 16-11-2023, 06-12-2023, 21-02-2024",5
1836,"1083, 2782, 2264, 1563, 7029, 881, 525, 3572, 879, 1404, 5951, 1460","06-01-2023, 25-02-2023, 29-03-2023, 14-04-2023, 17-04-2023, 27-04-2023, 26-05-2023, 27-06-2023, 31-10-2023, 22-12-2023, 18-01-2024, 02-03-2024",12
1837,"125, 1875, 602, 888, 888, 2534, 888, 1875, 5476, 888, 5165, 1875, 4358, 3163","20-01-2023, 13-02-2023, 02-03-2023, 30-05-2023, 16-06-2023, 23-06-2023, 10-07-2023, 02-10-2023, 08-12-2023, 13-12-2023, 14-12-2023, 23-01-2024, 28-02-2024, 04-03-2024",14
1838,"125, 1158","20-01-2023, 29-11-2023",2
1839,"125, 6941, 7475","03-02-2023, 16-08-2024, 25-09-2024",3
1840,"125, 1350, 6601, 2963, 205, 2146, 125, 2685, 1794, 125, 1941, 2646, 2963, 1848, 125, 2963, 3107, 7688","03-02-2023, 24-02-2023, 06-03-2023, 19-04-2023, 24-04-2023, 27-04-2023, 26-05-2023, 19-06-2023, 14-07-2023, 22-09-2023, 03-10-2023, 16-10-2023, 31-10-2023, 17-11-2023, 12-01-2024, 19-02-2024, 19-03-2024, 25-04-2024",18
1841,"125, 125, 125, 125","03-02-2023, 26-05-2023, 22-09-2023, 12-01-2024",4
1842,"125, 125, 125, 125","03-02-2023, 26-05-2023, 22-09-2023, 12-01-2024",4
1843,"125, 125, 125, 125","03-02-2023, 26-05-2023, 22-09-2023, 12-01-2024",4
1844,"784, 125, 6284, 3345, 351, 6258, 6289, 125, 784, 6289, 125, 614, 125","27-01-2023, 03-02-2023, 13-02-2023, 15-03-2023, 27-04-2023, 09-05-2023, 12-05-2023, 26-05-2023, 29-06-2023, 31-07-2023, 22-09-2023, 20-11-2023, 12-01-2024",13
1845,"125, 4114, 3893, 5626, 6760, 6455, 2056","03-02-2023, 09-03-2023, 04-04-2023, 06-04-2023, 27-04-2023, 18-08-2023, 15-02-2024",7
1846,"125, 6286, 6756, 2056, 7491, 6286, 4688, 5116, 7490, 6756","03-02-2023, 21-11-2023, 31-01-2024, 15-02-2024, 22-02-2024, 25-03-2024, 26-03-2024, 02-04-2024, 13-04-2024, 13-06-2024",10
1847,"5491, 574, 125, 888, 3818, 6284","20-01-2023, 03-02-2023, 03-02-2023, 14-12-2023, 07-04-2024, 08-04-2024",6
1848,"125, 125, 667, 1095, 1294","03-02-2023, 26-05-2023, 02-08-2023, 03-10-2023, 27-10-2023",5
1849,"125, 125, 125, 125","03-02-2023, 26-05-2023, 22-09-2023, 12-01-2024",4
1850,"125, 1339, 1904","14-04-2023, 08-06-2023, 14-07-2023",3
1851,"125, 125, 125, 2751","14-04-2023, 29-08-2023, 19-12-2023, 20-12-2023",4
1852,"4332, 4935, 125, 563, 125, 1233, 1806, 125, 3090, 204, 5473, 608","26-01-2023, 06-02-2023, 23-05-2023, 12-06-2023, 29-08-2023, 04-09-2023, 08-09-2023, 19-12-2023, 12-01-2024, 19-02-2024, 06-03-2024, 29-04-2024",12
1853,"125, 125, 125","23-05-2023, 29-08-2023, 19-12-2023",3
1854,"4883, 804, 2364, 125, 125, 4979","19-04-2023, 25-07-2023, 21-08-2023, 22-09-2023, 12-01-2024, 05-07-2024",6
1855,"672, 3939, 2421, 3931, 2612, 3931, 3590, 125, 829, 6712, 6818, 1083, 125, 3327","06-02-2023, 28-02-2023, 04-03-2023, 12-03-2023, 05-04-2023, 08-10-2023, 16-11-2023, 06-12-2023, 06-01-2024, 28-02-2024, 14-03-2024, 16-03-2024, 03-04-2024, 26-07-2024",14
1856,"667, 979, 1149, 125, 125","24-01-2023, 23-03-2023, 17-10-2023, 06-12-2023, 03-04-2024",5
1857,"1367, 1367, 125, 125","18-04-2023, 28-08-2023, 22-12-2023, 12-04-2024",4
1858,"126, 5406, 6800, 6800, 6800, 6801, 6801, 6801, 6801, 6803, 6093, 6093","11-01-2023, 12-01-2023, 09-03-2023, 16-03-2023, 23-03-2023, 30-03-2023, 30-03-2023, 27-04-2023, 27-04-2023, 01-06-2023, 18-12-2023, 06-05-2024",12
1859,"126, 3786, 5406, 2033, 5005, 3766, 6920, 6920, 3463, 2847, 7613","11-01-2023, 16-01-2023, 17-01-2023, 17-01-2023, 19-01-2023, 23-01-2023, 25-01-2023, 25-01-2023, 30-01-2023, 03-02-2023, 19-01-2024",11
1860,"2709, 2709, 5005, 2796, 6920, 5183, 126","09-01-2023, 09-01-2023, 19-01-2023, 24-01-2023, 25-01-2023, 26-01-2023, 02-02-2023",7
1861,"619, 126, 867, 6276, 1314, 922, 538","03-02-2023, 06-04-2023, 18-08-2023, 20-09-2023, 27-10-2023, 12-03-2024, 24-06-2024",7
1862,"4901, 3313, 126, 839, 5153, 5153, 2720, 6967, 3621, 1722","03-02-2023, 25-04-2023, 01-05-2023, 08-05-2023, 07-06-2023, 22-09-2023, 13-02-2024, 13-03-2024, 19-03-2024, 05-04-2024",10
1863,"2033, 3286, 126, 1080, 5113, 1080","20-02-2023, 06-04-2023, 01-05-2023, 30-10-2023, 13-02-2024, 15-02-2024",6
1864,"3201, 643, 126, 7338, 4619, 4688, 6286, 1617, 4002","31-01-2023, 09-05-2023, 29-05-2023, 03-11-2023, 25-01-2024, 04-03-2024, 05-04-2024, 18-04-2024, 25-09-2024",9
1865,"2264, 3635, 6125","30-01-2024, 12-02-2024, 08-05-2024",3
1866,"1843, 367, 2019, 3678","27-03-2023, 28-03-2024, 07-09-2024, 18-09-2024",4
1867,"811, 1007, 3524, 127, 3251, 1554","10-01-2023, 23-02-2023, 06-03-2023, 28-04-2023, 20-07-2023, 04-08-2023",6
1868,"2552, 127, 2628, 7119, 1189, 1095, 298, 617","03-01-2023, 28-04-2023, 26-06-2023, 08-07-2023, 21-10-2023, 16-02-2024, 12-03-2024, 25-04-2024",8
1869,"2190, 3318, 1212, 127, 689, 1207, 2471, 2471, 2114, 917, 7577, 1498","20-01-2023, 01-03-2023, 28-04-2023, 28-04-2023, 20-07-2023, 21-08-2023, 23-09-2023, 12-01-2024, 12-04-2024, 17-04-2024, 04-05-2024, 12-10-2024",12
1870,"6521, 262, 7717, 7702","26-04-2023, 16-10-2023, 12-05-2024, 28-05-2024",4
1871,"2261, 689","01-03-2023, 20-07-2023",2
1872,"4487, 128, 2479, 3488, 3129","13-01-2023, 10-02-2023, 20-03-2023, 06-09-2023, 08-12-2023",5
1873,"1694, 762, 128, 2674, 2674, 752, 1247, 5520","03-02-2023, 16-02-2023, 28-02-2023, 11-08-2023, 14-08-2023, 22-11-2023, 07-12-2023, 19-12-2023",8
1874,"6534, 3881, 6258","16-02-2023, 15-03-2023, 17-05-2023",3
1875,"293, 458, 129, 129, 399, 990","31-01-2023, 07-03-2023, 30-05-2023, 04-07-2023, 05-02-2024, 13-09-2024",6
1876,"129, 129, 1563, 866, 3942","30-05-2023, 04-07-2023, 18-07-2023, 11-10-2023, 17-01-2024",5
1877,"1002, 1484, 2223, 129, 1926, 4478","07-02-2023, 29-03-2023, 26-04-2023, 06-12-2023, 02-03-2024, 28-03-2024",6
1878,"1194, 322, 2958, 2146, 1817","20-03-2023, 26-04-2023, 18-10-2023, 18-12-2023, 28-03-2024",5
1879,"252, 130, 2680, 2648, 4835, 224, 6226","10-01-2023, 13-03-2023, 03-06-2023, 05-06-2023, 13-11-2023, 18-12-2023, 26-01-2024",7
1880,"700, 252, 7016, 130, 1410, 2648, 6135, 988, 3409, 5995, 6875, 7452, 3961, 4994, 5272, 5375, 187, 2131, 7477, 6504, 7690, 6210, 7108, 7406, 7249, 7071, 7779","18-02-2023, 13-03-2023, 04-04-2023, 04-04-2023, 04-05-2023, 17-05-2023, 16-06-2023, 23-08-2023, 02-10-2023, 07-10-2023, 11-10-2023, 27-10-2023, 25-11-2023, 05-12-2023, 07-12-2023, 12-12-2023, 20-12-2023, 21-12-2023, 15-01-2024, 06-03-2024, 09-04-2024, 10-04-2024, 23-04-2024, 05-06-2024, 19-07-2024, 22-08-2024, 26-08-2024",27
1881,"6922, 251, 3684, 5405","14-03-2023, 31-03-2023, 30-05-2023, 19-10-2023",4
1882,"3275, 3894, 131, 482","20-03-2023, 25-05-2023, 08-01-2024, 09-04-2024",4
1883,"3474, 5223, 3772, 2206, 2549, 5064, 5216, 6143, 6474, 7204, 7274, 131, 6561, 6637, 6156, 1919","17-01-2023, 01-02-2023, 16-02-2023, 22-03-2023, 06-04-2023, 16-05-2023, 14-08-2023, 19-09-2023, 19-09-2023, 12-10-2023, 22-11-2023, 08-01-2024, 20-03-2024, 22-03-2024, 11-04-2024, 09-09-2024",16
1884,"1660, 2997, 5220, 5226, 5226, 1660, 5226, 6352, 141, 5207, 5226, 141, 5226, 4698, 131","26-01-2023, 02-02-2023, 14-03-2023, 15-03-2023, 17-05-2023, 30-05-2023, 07-09-2023, 02-10-2023, 10-10-2023, 01-11-2023, 22-12-2023, 23-01-2024, 15-04-2024, 08-05-2024, 06-06-2024",15
1885,"3216, 3216, 5673, 4023, 5043, 4064, 6721, 3863, 7648, 131","05-04-2023, 02-05-2023, 08-05-2023, 29-09-2023, 03-11-2023, 07-12-2023, 18-03-2024, 08-04-2024, 28-05-2024, 11-06-2024",10
1886,"4457, 4702, 472, 2797, 6127, 6156","23-02-2023, 14-03-2023, 21-03-2023, 03-10-2023, 05-03-2024, 26-04-2024",6
1887,"2189, 132, 3382, 268","25-08-2023, 14-12-2023, 22-12-2023, 16-04-2024",4
1888,"3382, 132, 2305","01-12-2023, 26-01-2024, 17-04-2024",3
1889,"4773, 4935, 326, 1094","21-04-2023, 21-09-2023, 13-11-2023, 29-04-2024",4
1890,"689, 7300, 7300","25-01-2023, 01-11-2023, 27-11-2023",3
1891,133,02-10-2023,1
1892,"796, 3338, 1539, 133","16-01-2023, 14-07-2023, 09-08-2023, 23-04-2024",4
1893,"4437, 2474, 4437, 244, 7412, 3493, 4038, 133","10-03-2023, 11-05-2023, 29-06-2023, 03-07-2023, 29-09-2023, 23-10-2023, 23-11-2023, 23-04-2024",8
1894,"4010, 1001, 1091, 3875, 1939, 133","29-03-2023, 12-04-2023, 05-07-2023, 07-07-2023, 02-08-2023, 23-04-2024",6
1895,"2295, 4363, 949, 2295, 1939, 4437, 133","03-01-2023, 26-01-2023, 31-01-2023, 21-03-2023, 02-08-2023, 21-10-2023, 23-04-2024",7
1896,"1065, 138, 3221, 2262, 5963, 659, 138, 643, 3361, 5195, 3774, 667, 878, 3585, 4977, 1582, 878, 133, 1245, 3784, 3784","09-01-2023, 01-02-2023, 28-02-2023, 22-03-2023, 25-05-2023, 28-06-2023, 29-06-2023, 24-08-2023, 15-09-2023, 22-09-2023, 25-10-2023, 13-11-2023, 22-11-2023, 18-01-2024, 18-01-2024, 29-01-2024, 30-01-2024, 23-04-2024, 25-06-2024, 04-07-2024, 28-08-2024",21
1897,"477, 4435","17-11-2023, 03-03-2024",2
1898,"585, 1877, 220, 6949, 2552","03-02-2023, 22-02-2023, 24-03-2023, 04-07-2023, 09-10-2023",5
1899,"5896, 134, 804, 2294, 704, 1134, 1149","19-06-2023, 10-07-2023, 21-08-2023, 25-09-2023, 15-11-2023, 18-12-2023, 08-04-2024",7
1900,"2043, 2043, 2043, 2043, 134, 2043","01-02-2023, 31-05-2023, 20-09-2023, 08-01-2024, 06-04-2024, 22-04-2024",6
1901,"2702, 6539, 6406, 6773, 2780, 7406, 134","20-02-2023, 11-05-2023, 11-09-2023, 05-12-2023, 11-03-2024, 27-04-2024, 03-05-2024",7
1902,"5421, 165, 6968, 1669, 1669, 1669, 362, 2187, 3256, 1701, 159","23-05-2023, 05-06-2023, 18-08-2023, 21-08-2023, 21-08-2023, 21-08-2023, 22-08-2023, 12-10-2023, 08-12-2023, 16-02-2024, 27-03-2024",11
1903,"135, 2386, 3310, 1007","12-01-2023, 28-01-2023, 07-02-2023, 15-01-2024",4
1904,"1674, 1674, 135, 6794, 1674","29-03-2023, 12-06-2023, 18-08-2023, 03-10-2023, 11-01-2024",5
1905,"2013, 333, 2452, 4889, 135, 1040, 5995","10-02-2023, 24-02-2023, 23-05-2023, 28-11-2023, 18-12-2023, 29-12-2023, 09-04-2024",7
1906,"986, 3274, 3274, 3274, 135","14-02-2023, 11-05-2023, 16-08-2023, 04-12-2023, 17-01-2024",5
1907,"4677, 4677, 4356, 4677, 135, 6118","28-02-2023, 13-03-2023, 16-03-2023, 30-05-2023, 24-01-2024, 07-02-2024",6
1908,"352, 1907, 135","06-04-2023, 25-05-2023, 02-02-2024",3
1909,"5444, 1254, 2500, 2500, 135, 1254","31-05-2023, 07-07-2023, 08-09-2023, 05-10-2023, 09-02-2024, 19-03-2024",6
1910,"4601, 2814, 4865","19-01-2023, 12-10-2023, 08-02-2024",3
1911,7300,26-01-2024,1
1912,"2403, 1193, 6259","14-02-2023, 21-04-2023, 07-11-2023",3
1913,"4473, 4078, 136, 648","10-01-2023, 11-01-2023, 01-03-2024, 19-04-2024",4
1914,"1237, 4473, 5173, 5173, 136, 648","20-01-2023, 24-01-2023, 21-11-2023, 15-02-2024, 01-03-2024, 19-04-2024",6
1915,"1237, 1368, 136, 7682, 136","20-01-2023, 26-01-2023, 15-03-2024, 06-04-2024, 17-04-2024",5
1916,"2796, 5857, 904, 5406, 776, 3865, 5420, 136, 136, 4985","06-02-2023, 03-04-2023, 04-04-2023, 15-08-2023, 29-09-2023, 21-11-2023, 18-12-2023, 17-04-2024, 21-05-2024, 10-09-2024",10
1917,"1225, 5173, 6864","15-09-2023, 12-02-2024, 05-03-2024",3
1918,"6135, 137, 2218, 1484, 7182, 6504, 7381, 1291, 3567, 7424, 7406, 3012, 3580","21-02-2023, 21-04-2023, 28-07-2023, 23-08-2023, 27-09-2023, 17-11-2023, 15-12-2023, 23-04-2024, 27-04-2024, 16-05-2024, 18-05-2024, 12-07-2024, 27-08-2024",13
